Präzision56
Date:,2025/04/22
Time:,15:47:33
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
311,709.058228,996.808533,159.088440,682.901428,910.617004,111.130272,,,,,,,796.698792,1269.244019,395.814117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.546265,913.993042,94.589066,,,,,,,,,,765.530823,1243.656372,237.172119,,,,,,,,,,,,,,,,,,
312,709.060608,996.804749,159.075409,682.759644,910.705200,111.108742,,,,,,,796.695679,1269.203125,395.740234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.609924,914.027771,94.512428,,,,,,,,,,765.535461,1243.576416,237.151886,,,,,,,,,,,,,,,,,,
313,709.129272,996.800171,159.080643,682.777344,910.592896,111.083336,,,,,,,796.736511,1269.192749,395.644989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.571228,914.018250,94.570404,,,,,,,,,,765.594299,1243.554443,237.186798,,,,,,,,,,,,,,,,,,
314,709.160156,996.777588,159.074448,682.812256,910.656372,111.025475,,,,,,,796.674683,1269.155640,395.643280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.496094,914.002075,94.531708,,,,,,,,,,765.557190,1243.564697,237.149979,,,,,,,,,,,,,,,,,,
315,709.202332,996.739380,159.034775,682.770447,910.682922,110.976128,,,,,,,796.695251,1269.181274,395.611023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.606384,913.983765,94.480827,,,,,,,,,,765.654846,1243.553589,237.172531,,,,,,,,,,,,,,,,,,
316,709.363220,996.712891,159.016083,682.862427,910.609741,111.014053,,,,,,,796.721008,1269.199951,395.534698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.449463,913.983459,94.718925,,,,,,,,,,765.646484,1243.556885,237.168503,,,,,,,,,,,,,,,,,,
317,709.482117,996.746216,159.015869,682.899780,910.659424,111.018578,,,,,,,796.706482,1269.172241,395.578156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.570251,913.943115,94.734695,,,,,,,,,,765.687683,1243.468262,237.143799,,,,,,,,,,,,,,,,,,
318,709.580994,996.687683,159.002716,683.028748,910.612427,110.907204,,,,,,,796.716431,1269.194580,395.539886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.705078,913.942200,94.523399,,,,,,,,,,765.761902,1243.471436,237.097656,,,,,,,,,,,,,,,,,,
319,709.737549,996.644470,159.013306,683.108032,910.605347,110.915382,,,,,,,796.738647,1269.192627,395.520569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.897278,913.982727,94.426323,,,,,,,,,,765.787170,1243.484497,237.074570,,,,,,,,,,,,,,,,,,
320,709.838501,996.606567,159.008698,683.174316,910.590149,110.929176,,,,,,,796.825806,1269.206177,395.480865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.009033,913.905518,94.434578,,,,,,,,,,765.806152,1243.481934,237.063568,,,,,,,,,,,,,,,,,,
321,709.906799,996.569153,158.936829,683.179810,910.587463,110.934692,,,,,,,796.857727,1269.194092,395.500092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.235413,913.900330,94.373283,,,,,,,,,,765.825012,1243.395630,237.034439,,,,,,,,,,,,,,,,,,
322,709.964844,996.549866,158.978119,683.200806,910.509827,110.713272,,,,,,,796.889587,1269.190796,395.520294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.397949,913.892212,94.183601,,,,,,,,,,765.791565,1243.381470,237.021561,,,,,,,,,,,,,,,,,,
323,709.966064,996.555176,158.959793,683.268982,910.547424,110.870918,,,,,,,796.951416,1269.230225,395.459442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.447266,913.941162,94.097824,,,,,,,,,,765.776733,1243.387207,237.028946,,,,,,,,,,,,,,,,,,
324,709.945923,996.519409,158.809036,683.294861,910.543091,110.917313,,,,,,,796.983032,1269.215698,395.435547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.486389,913.823730,94.141022,,,,,,,,,,765.854187,1243.296021,236.996796,,,,,,,,,,,,,,,,,,
325,709.994507,996.574158,158.947632,683.257568,910.549377,110.703445,,,,,,,796.979553,1269.231201,395.436890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.408569,913.907288,94.168716,,,,,,,,,,765.828003,1243.286133,236.977005,,,,,,,,,,,,,,,,,,
326,709.975891,996.565857,158.962997,683.232544,910.529724,110.727379,,,,,,,796.991028,1269.198730,395.415039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.320679,913.942261,94.260551,,,,,,,,,,765.836121,1243.326416,236.901871,,,,,,,,,,,,,,,,,,
327,709.977234,996.503540,158.797699,683.182556,910.487854,110.734947,,,,,,,797.003479,1269.115845,395.584564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.272583,913.898743,94.314720,,,,,,,,,,765.968079,1243.325928,236.910294,,,,,,,,,,,,,,,,,,
328,709.851318,996.569946,158.963394,683.241333,910.475769,110.713020,,,,,,,796.922607,1269.222290,395.463470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.086853,913.731689,94.526810,,,,,,,,,,765.974976,1243.293579,237.002884,,,,,,,,,,,,,,,,,,
329,709.768494,996.539673,159.033310,683.165039,910.448547,110.709610,,,,,,,796.941650,1269.252563,395.416290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.892761,913.744507,94.646118,,,,,,,,,,765.907104,1243.318604,236.957825,,,,,,,,,,,,,,,,,,
330,709.669922,996.572998,159.033112,683.075867,910.576294,110.913010,,,,,,,796.987061,1269.271729,395.409424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.947632,913.946350,94.416161,,,,,,,,,,765.959167,1243.327148,236.938095,,,,,,,,,,,,,,,,,,
331,709.627930,996.568359,159.036728,683.027954,910.596313,110.868294,,,,,,,797.077393,1269.153076,395.580261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.932617,913.864685,94.359383,,,,,,,,,,766.011047,1243.324585,236.911392,,,,,,,,,,,,,,,,,,
332,709.627319,996.568298,159.047699,682.952759,910.664551,110.845039,,,,,,,797.017883,1269.195679,395.596039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.850281,913.945190,94.343689,,,,,,,,,,766.023560,1243.324341,236.899994,,,,,,,,,,,,,,,,,,
333,709.534973,996.564636,159.013702,682.898071,910.704407,110.717041,,,,,,,796.903442,1269.325806,395.421356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.936279,913.934448,94.201561,,,,,,,,,,766.072144,1243.228882,236.903351,,,,,,,,,,,,,,,,,,
334,709.540039,996.571533,159.055405,682.832825,910.652039,110.805824,,,,,,,797.040649,1269.272339,395.386658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.661011,913.837036,94.539230,,,,,,,,,,766.046936,1243.217407,236.872971,,,,,,,,,,,,,,,,,,
335,709.537720,996.561218,159.016083,682.846924,910.617737,110.889648,,,,,,,797.050049,1269.331421,395.390411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.339966,913.901611,94.873543,,,,,,,,,,766.121704,1243.208862,236.940903,,,,,,,,,,,,,,,,,,
336,709.550293,996.526428,159.072388,682.864624,910.687866,110.905029,,,,,,,797.106445,1269.249023,395.549774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.544495,913.943298,94.618011,,,,,,,,,,766.130798,1243.251831,236.843903,,,,,,,,,,,,,,,,,,
337,709.573303,996.530151,159.132904,682.829895,910.655151,110.772774,,,,,,,797.035278,1269.149902,395.589691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.750000,913.925720,94.481789,,,,,,,,,,766.169495,1243.264038,236.780182,,,,,,,,,,,,,,,,,,
338,709.538086,996.541809,159.177704,682.806152,910.649780,110.844131,,,,,,,797.010803,1269.304932,395.404755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.655273,913.805603,94.713051,,,,,,,,,,766.140442,1243.267700,236.762970,,,,,,,,,,,,,,,,,,
339,709.500305,996.538391,159.188797,682.771545,910.643311,110.883011,,,,,,,797.072693,1269.312256,395.375336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.482422,913.800598,94.999756,,,,,,,,,,766.118164,1243.264893,236.779526,,,,,,,,,,,,,,,,,,
340,709.485535,996.529236,159.184372,682.806519,910.701355,110.957207,,,,,,,797.144775,1269.220581,395.360321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.573364,913.814941,94.941040,,,,,,,,,,766.109680,1243.262451,236.792160,,,,,,,,,,,,,,,,,,
341,709.497864,996.540466,159.229034,682.761780,910.714233,110.935188,,,,,,,797.127686,1269.209351,395.337738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.543823,913.832458,94.952156,,,,,,,,,,766.176880,1243.254395,236.784515,,,,,,,,,,,,,,,,,,
342,709.488037,996.570068,159.211685,682.828979,910.597412,111.015205,,,,,,,797.145935,1269.196777,395.507843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.699707,913.756714,94.844429,,,,,,,,,,766.159058,1243.260498,236.761963,,,,,,,,,,,,,,,,,,
343,709.450745,996.569031,159.249603,682.800293,910.660950,110.996704,,,,,,,797.021545,1269.246094,395.381378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.822937,913.762817,94.726028,,,,,,,,,,766.247437,1243.159668,236.807724,,,,,,,,,,,,,,,,,,
344,709.443237,996.559509,159.244080,682.815735,910.706970,110.902214,,,,,,,797.223694,1269.166992,395.428741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.868469,913.785706,94.663605,,,,,,,,,,766.289856,1243.138550,236.835999,,,,,,,,,,,,,,,,,,
345,709.382690,996.560547,159.281479,682.740234,910.714478,110.920959,,,,,,,797.206848,1269.126343,395.432312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.816956,913.792664,94.728348,,,,,,,,,,766.270264,1243.141968,236.817886,,,,,,,,,,,,,,,,,,
346,709.285461,996.555786,159.264206,682.701904,910.716492,110.939796,,,,,,,797.178894,1269.224365,395.233856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.752991,913.775024,94.814949,,,,,,,,,,766.261108,1243.145386,236.811798,,,,,,,,,,,,,,,,,,
347,709.223511,996.570496,159.256226,682.693359,910.854309,110.925644,,,,,,,797.280823,1269.153931,395.355042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.669556,913.856079,94.814140,,,,,,,,,,766.333008,1243.142212,236.879532,,,,,,,,,,,,,,,,,,
348,709.167908,996.620178,159.252258,682.674988,910.787231,110.928658,,,,,,,797.213318,1269.218140,395.223907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.667358,913.881836,94.790756,,,,,,,,,,766.419617,1243.157837,236.850327,,,,,,,,,,,,,,,,,,
349,708.999878,996.667664,159.425125,682.658630,910.803406,110.929779,,,,,,,797.208191,1269.356323,395.133270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.645996,913.823547,94.794495,,,,,,,,,,766.453308,1243.166138,236.812027,,,,,,,,,,,,,,,,,,
350,708.916382,996.644836,159.434814,682.674194,910.807739,110.927269,,,,,,,797.200317,1269.368042,395.063477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.585938,913.892639,94.904823,,,,,,,,,,766.472839,1243.163940,236.793015,,,,,,,,,,,,,,,,,,
351,708.960754,996.659241,159.420059,682.702698,910.801147,110.963928,,,,,,,797.195435,1269.248291,395.186035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.577209,913.886292,94.879700,,,,,,,,,,766.508362,1243.158936,236.850418,,,,,,,,,,,,,,,,,,
352,709.112183,996.624451,159.274323,682.683899,910.709839,110.952156,,,,,,,797.228882,1269.353760,395.062073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.596985,913.880981,94.747513,,,,,,,,,,766.484192,1243.176025,236.847565,,,,,,,,,,,,,,,,,,
353,709.159790,996.530823,159.217575,682.674255,910.786621,110.963234,,,,,,,797.193298,1269.416504,395.004456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.672119,913.901550,94.740952,,,,,,,,,,766.548096,1243.087769,236.855179,,,,,,,,,,,,,,,,,,
354,709.237183,996.538757,159.210800,682.672546,910.818481,110.960495,,,,,,,797.193054,1269.423828,394.986023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.716736,913.918396,94.756630,,,,,,,,,,766.527039,1243.072388,236.849304,,,,,,,,,,,,,,,,,,
355,709.330200,996.545044,159.296555,682.679382,910.762756,110.935051,,,,,,,797.278687,1269.397949,394.985718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.758423,913.896790,94.819084,,,,,,,,,,766.468384,1243.084106,236.918396,,,,,,,,,,,,,,,,,,
356,709.405945,996.561584,159.308334,682.629700,910.883667,110.961067,,,,,,,797.323364,1269.399902,394.952942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.908875,913.977295,94.654671,,,,,,,,,,766.541199,1243.070679,236.935104,,,,,,,,,,,,,,,,,,
357,709.469421,996.542053,159.294067,682.616577,910.874329,110.963814,,,,,,,797.267578,1269.423950,394.931000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.075012,913.949768,94.559723,,,,,,,,,,766.558350,1242.988525,236.878235,,,,,,,,,,,,,,,,,,
358,709.487427,996.535339,159.311874,682.757263,910.975525,110.871933,,,,,,,797.268799,1269.429810,394.974091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.172119,913.939758,94.461777,,,,,,,,,,766.508179,1242.979980,236.869064,,,,,,,,,,,,,,,,,,
359,709.519043,996.550598,159.250366,682.745300,910.774902,110.896545,,,,,,,797.254089,1269.452271,394.928467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.918457,913.893066,94.782013,,,,,,,,,,766.436768,1242.991821,236.899551,,,,,,,,,,,,,,,,,,
360,709.534668,996.499695,159.273026,682.750732,910.825378,110.927139,,,,,,,797.263123,1269.435547,394.912506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.999573,913.857666,94.823479,,,,,,,,,,766.410156,1242.993896,236.925522,,,,,,,,,,,,,,,,,,
361,709.542542,996.520447,159.248581,682.769348,910.775757,110.957222,,,,,,,797.337891,1269.402466,394.882263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.999634,913.768494,94.857986,,,,,,,,,,766.570618,1242.998901,236.867538,,,,,,,,,,,,,,,,,,
362,709.580383,996.537292,159.288467,682.826965,910.859863,110.999802,,,,,,,797.303345,1269.433838,394.855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.114319,913.863342,94.718460,,,,,,,,,,766.559082,1243.018677,236.819138,,,,,,,,,,,,,,,,,,
363,709.523560,996.557617,159.257675,682.758972,910.789734,110.940147,,,,,,,797.320740,1269.474365,394.846863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.100220,913.806519,94.721092,,,,,,,,,,766.631348,1243.007690,236.865799,,,,,,,,,,,,,,,,,,
364,709.549377,996.570129,159.273712,682.733521,910.986450,110.899849,,,,,,,797.347595,1269.426270,394.875153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.162354,913.886414,94.647232,,,,,,,,,,766.597107,1243.010010,236.893921,,,,,,,,,,,,,,,,,,
365,709.559204,996.577026,159.293243,682.707397,911.060364,110.884422,,,,,,,797.324707,1269.410645,394.845947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.223877,913.930420,94.569176,,,,,,,,,,766.528015,1243.015869,236.922119,,,,,,,,,,,,,,,,,,
366,709.498474,996.541626,159.233398,682.764771,911.087952,110.846169,,,,,,,797.323792,1269.561035,394.810181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.112244,913.917114,94.704903,,,,,,,,,,766.492676,1243.015381,236.878387,,,,,,,,,,,,,,,,,,
367,709.502991,996.538269,159.239212,682.769409,910.951111,110.955902,,,,,,,797.290161,1269.582031,394.889832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.077393,913.981934,94.605614,,,,,,,,,,766.554199,1243.010376,236.956100,,,,,,,,,,,,,,,,,,
368,709.487061,996.633911,159.232758,682.741150,910.909973,110.927895,,,,,,,797.265625,1269.556396,394.848724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.935303,913.930542,94.744827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,709.449890,996.631287,159.221466,682.737793,910.981445,110.902428,,,,,,,797.305786,1269.584961,394.737335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.022827,913.966919,94.651848,,,,,,,,,,,,,766.640625,1243.061279,236.788132,,,,,,,,,,,,,,,
370,709.445190,996.624023,159.221252,682.766052,910.869202,110.899292,,,,,,,797.325134,1269.581421,394.734161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.106750,913.941284,94.576561,,,,,,,,,,,,,766.646667,1243.033203,236.913971,,,,,,,,,,,,,,,
371,709.487915,996.637146,159.230942,682.699402,910.975830,110.934036,,,,,,,797.291443,1269.600342,394.737640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.980774,913.917419,94.714462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,709.549133,996.667297,159.232162,682.699219,911.005249,110.938850,,,,,,,797.344360,1269.592529,394.745026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.834106,913.883728,94.893089,,,,,,,,,,,,,,,,766.697998,1243.055298,236.764709,,,,,,,,,,,,
373,709.565125,996.634216,159.244553,682.794067,911.085876,110.854950,,,,,,,797.304199,1269.592163,394.734039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.967834,913.947388,94.731934,,,,,,,,,,,,,,,,766.788879,1243.041626,236.796432,,,,,,,,,,,,
