Präzision56
Date:,2025/04/22
Time:,15:47:33
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
182,682.980652,1007.128662,168.887970,671.586853,916.511292,122.318794,,,,,,,799.588562,1272.228638,400.424164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.240723,919.536682,99.944756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,683.204285,1007.053711,168.949905,671.568054,916.409424,122.319817,,,,,,,799.372009,1272.230957,400.369659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.221375,919.487732,99.846107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,683.392944,1006.906982,168.938385,671.462646,916.462036,122.270905,,,,,,,799.553345,1271.936401,400.216675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.356323,919.371826,100.080795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,683.445618,1006.824646,168.959320,671.343018,916.476379,122.215576,,,,,,,799.499939,1271.766357,400.211517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.523560,919.257141,100.329689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,683.628052,1006.649292,169.022552,671.255371,916.448486,122.171638,,,,,,,799.465637,1271.728760,400.174957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,683.855103,1006.509827,169.135025,671.156311,916.482178,121.898796,,,,,,,799.373718,1271.732788,400.101135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.723206,919.156494,100.433762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,684.118103,1006.301941,169.187515,671.276978,916.464722,121.882858,,,,,,,799.235413,1271.672607,400.034515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,684.382996,1006.100220,169.310013,671.263550,916.422607,121.804649,,,,,,,799.164856,1271.662231,399.990967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.908081,919.225342,100.317795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,684.700134,1005.880310,169.407394,671.345825,916.358276,121.702583,,,,,,,799.124939,1271.611450,399.873688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,684.976624,1005.697876,169.541901,671.576355,916.265869,121.715401,,,,,,,799.046753,1271.589722,399.802979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.890686,1251.174927,241.085770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,685.238403,1005.574463,169.735748,671.819519,916.056946,121.697243,,,,,,,799.013855,1271.582397,399.833771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.407410,918.861389,100.539413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,685.504944,1005.454346,169.784882,672.109680,915.898499,121.745209,,,,,,,799.029602,1271.568604,399.735107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.554138,918.721619,100.206978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,685.783203,1005.260132,169.909866,672.447021,915.637573,121.976883,,,,,,,798.933777,1271.594238,399.734589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.512878,918.822144,100.136055,766.923889,1250.947388,241.076096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,686.032288,1005.058838,169.867538,672.638306,915.493347,122.073845,,,,,,,798.851074,1271.528076,399.686035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.564941,918.847961,100.249924,766.861633,1250.954590,241.022736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,686.275208,1004.932007,169.893402,672.775696,915.424866,122.041618,,,,,,,798.857483,1271.595215,399.724762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.749451,918.846802,100.388023,766.908020,1250.834839,241.041550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,686.474365,1004.897766,170.065887,672.867615,915.273438,122.047157,,,,,,,798.863464,1271.556763,399.584503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.888733,918.641907,100.424042,766.840332,1250.819458,241.019806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,686.724609,1004.828979,170.302826,672.968689,915.170898,122.072639,,,,,,,798.830078,1271.542847,399.511078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.940125,918.523621,100.560669,766.838928,1250.708984,241.039124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,686.887268,1004.827148,170.388153,673.074402,915.127869,122.238792,,,,,,,798.781067,1271.521729,399.544312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.021179,918.437134,100.650673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,687.163574,1004.684875,170.663254,673.096436,915.048096,122.358643,,,,,,,798.747009,1271.521240,399.539093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.039185,918.376282,100.778389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,687.427795,1004.644775,170.779160,673.036987,915.060608,122.501587,,,,,,,798.685059,1271.557373,399.444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,687.645325,1004.568054,170.805298,673.030945,914.992004,122.605789,,,,,,,798.573914,1271.561279,399.461975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,687.830750,1004.468384,170.880676,673.002930,914.888489,122.556404,,,,,,,798.547119,1271.559814,399.468964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,687.984009,1004.342407,170.924545,673.040100,914.934387,122.523132,,,,,,,798.448059,1271.468384,399.422485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,688.484436,1004.500977,170.665421,673.110474,914.901001,122.423462,,,,,,,798.323120,1271.461304,399.387909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,688.918213,1004.206909,170.455856,673.168823,914.828918,122.283165,,,,,,,798.247253,1271.449585,399.381866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,689.204773,1004.041260,170.328201,673.225708,914.792786,122.061447,,,,,,,798.147949,1271.437744,399.338867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,689.310974,1003.781006,169.993881,673.322693,914.678894,121.840332,,,,,,,798.012878,1271.333618,399.335449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,689.428345,1003.583191,169.672577,673.118286,914.830017,121.539192,,,,,,,797.991516,1271.276245,399.354248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,689.640259,1003.389526,169.480103,673.053040,914.791077,121.192879,,,,,,,797.747070,1271.299072,399.259338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.975952,1249.735596,241.074448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,689.889404,1003.314575,169.382889,673.006775,914.820190,121.050743,,,,,,,797.665833,1271.219971,399.211792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.979736,1249.520142,240.999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,690.113342,1003.206604,169.384567,673.098633,914.801819,121.075722,,,,,,,797.616028,1271.281128,399.193390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.869995,1249.480713,240.977188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,690.347107,1003.105835,169.396439,673.096497,914.765625,121.070107,,,,,,,797.605835,1271.153320,399.166565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.706360,1249.395752,241.049362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,690.544800,1003.009155,169.320206,673.232422,914.691650,121.107803,,,,,,,797.550171,1271.165039,399.132324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.621277,1249.301636,241.016113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,690.589050,1002.917664,169.235260,673.235352,914.683105,121.149643,,,,,,,797.536438,1271.163208,399.128082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.519165,1249.273682,240.980530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,690.719238,1002.863586,169.293442,673.264954,914.551086,121.200706,,,,,,,797.617126,1271.070435,399.153229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.417603,1249.174561,240.929596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,690.889587,1002.801025,169.373932,673.349548,914.339600,121.339005,,,,,,,797.564758,1271.043213,399.042297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,691.002686,1002.754456,169.408310,673.373047,914.340881,121.383270,,,,,,,797.448792,1271.037964,398.982483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,691.198303,1002.607422,169.451202,673.527527,914.195801,121.475624,,,,,,,797.367004,1271.072998,398.933411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.218506,1249.029907,240.934708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,691.398010,1002.461304,169.475159,673.639404,914.181946,121.468269,,,,,,,797.402222,1270.967285,398.890930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.141174,1248.943848,240.865631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,691.788452,1002.469055,169.232178,673.681702,914.139832,121.446877,,,,,,,797.466797,1270.945435,398.891479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,692.101563,1002.410889,169.004852,673.707458,914.005798,121.418648,,,,,,,797.463318,1270.955322,398.835388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.965393,1248.837769,240.857101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,692.467041,1002.326538,168.902573,673.611938,914.047119,121.234825,,,,,,,797.411682,1270.855225,398.665039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,692.626465,1002.194458,168.681061,673.893188,913.964478,121.300308,,,,,,,797.375244,1270.750610,398.610321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,693.002563,1002.133057,168.539063,674.025513,913.934143,121.254318,,,,,,,797.503723,1270.702759,398.535065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.127319,1248.602173,240.727020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,693.324890,1001.987793,168.442490,674.192200,913.751404,121.256203,,,,,,,797.419312,1270.734741,398.588898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.987732,1248.583374,240.774673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,693.636047,1001.881226,168.383774,674.252808,913.729675,121.221909,,,,,,,797.373535,1270.741699,398.624908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,694.021179,1001.666199,168.241028,674.399048,913.651306,121.158417,,,,,,,797.688232,1270.617188,398.336304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,694.272705,1001.576843,168.321884,674.748047,913.599304,121.303436,,,,,,,797.821350,1270.601807,398.209656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,694.398804,1001.539185,168.297012,674.805847,913.639160,121.166542,,,,,,,797.794678,1270.602417,398.148193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.148376,917.242798,99.746170,764.817749,1248.220703,240.596115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,694.455444,1001.471741,168.261169,674.858765,913.594238,120.930702,,,,,,,797.724060,1270.506104,398.223938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.678345,1248.140259,240.609512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,694.530640,1001.439758,168.249710,674.957825,913.485840,120.861641,,,,,,,797.482483,1270.508911,398.451782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.486084,1248.115967,240.595673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,694.816711,1001.287598,168.326874,675.272095,913.073669,120.911461,,,,,,,797.631287,1270.443848,398.363403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.489319,1248.034668,240.585785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,694.891541,1001.185913,168.246704,675.532104,912.892090,120.861435,,,,,,,797.771912,1270.467041,398.204681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.511963,1247.989746,240.548752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,694.842468,1001.140930,168.079056,675.605713,913.005249,120.439018,,,,,,,797.722290,1270.468750,398.213318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.504028,1247.992310,240.541733,649.803162,916.748230,99.591301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,694.876221,1001.022217,168.065552,675.858948,912.941833,120.152809,,,,,,,797.699829,1270.381592,398.206268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.028564,916.478760,99.358574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,694.989624,1000.949463,168.071472,676.166077,912.703430,119.913490,,,,,,,797.665222,1270.364868,398.145020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.039124,916.310364,99.317619,764.420898,1247.908447,240.478363,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,695.071960,1000.807373,167.983643,676.304321,912.589966,119.639534,,,,,,,797.705566,1270.313110,398.153503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.046509,916.242126,99.126320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,695.181152,1000.682312,167.941528,676.458313,912.498718,119.608429,,,,,,,797.684631,1270.347168,398.123901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.412048,916.052246,99.351074,,,,764.426819,1247.782715,240.357040,,,,,,,,,,,,,,,,,,,,,,,,
240,695.161255,1000.638184,167.875320,676.561340,912.371155,119.469803,,,,,,,797.614380,1270.340332,398.155609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.349731,915.872437,99.228889,,,,764.385193,1247.783203,240.350784,,,,,,,,,,,,,,,,,,,,,,,,
241,695.335205,1000.548950,167.802856,676.637207,912.303528,119.479309,,,,,,,797.831909,1270.247437,398.094330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.337891,915.828369,99.235085,,,,764.257690,1247.597778,240.264114,,,,,,,,,,,,,,,,,,,,,,,,
242,695.592468,1000.443115,167.887482,676.945557,911.951172,119.655479,,,,,,,797.672668,1270.262817,398.062805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.394409,915.754944,99.176674,,,,764.194763,1247.472290,240.243729,,,,,,,,,,,,,,,,,,,,,,,,
243,695.830933,1000.320923,167.904190,677.097412,911.878479,119.597435,,,,,,,797.825623,1270.267334,397.989777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.492310,915.690918,99.084290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,696.191284,1000.375183,167.667252,677.153198,911.910583,119.110268,,,,,,,797.651123,1270.276245,398.067749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.885986,915.388672,99.240898,,,,,,,764.091858,1247.361572,240.169022,,,,,,,,,,,,,,,,,,,,,
245,696.569580,1000.312317,167.580795,677.231140,911.783813,119.010864,,,,,,,797.822998,1270.267090,397.995331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.817688,915.382690,99.257317,,,,,,,764.178833,1247.259766,240.079803,,,,,,,,,,,,,,,,,,,,,
246,696.850586,1000.153809,167.537735,677.376465,911.736145,118.991714,,,,,,,797.901855,1270.152100,397.970764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.614075,915.368530,98.956314,,,,,,,764.225281,1247.161011,240.013260,,,,,,,,,,,,,,,,,,,,,
247,697.142212,1000.091064,167.307266,677.426575,911.715637,118.938011,,,,,,,797.617798,1270.141602,398.038788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.584229,915.310608,98.853088,,,,,,,764.146179,1247.044556,239.894287,,,,,,,,,,,,,,,,,,,,,
