;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
56;880.150024;726.329102;130.906509;759.012878;684.861389;114.682632;837.579346;632.951294;110.362068;1136.688354;884.777222;403.703094;1062.941162;878.840576;249.345490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;879.711243;725.864258;131.162766;759.074036;684.539551;114.656059;837.040649;632.517517;110.547676;1135.791260;884.924255;404.030396;1062.524902;879.158142;249.055634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;879.388916;725.187134;131.700180;758.964905;684.307312;114.607994;836.347839;632.371948;110.305969;1134.527832;884.912720;403.995483;1062.229736;879.621582;248.828400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;878.294373;725.188232;132.704422;758.801819;683.991760;114.481056;835.957275;631.680908;110.930733;1133.386841;884.894836;403.787506;1061.731445;880.182190;248.595215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;877.601501;725.309387;133.374329;758.546692;683.666992;114.405128;835.753418;631.234863;111.891014;1132.482666;885.035706;403.313446;1061.154297;880.981445;248.223770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;877.132446;725.547913;134.013031;758.120544;683.462708;114.328636;835.411926;631.459351;112.553589;1131.571777;885.052551;403.288788;1060.726196;881.516968;248.013412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;876.843140;725.408508;135.123886;757.647583;683.400024;114.407532;835.308533;631.571838;113.792404;1131.016602;885.052917;403.604218;1060.515503;881.939819;247.906067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;876.491577;725.758606;136.050613;757.296692;683.309937;114.426186;834.785217;631.602356;115.145813;1129.915894;885.423889;403.729156;1060.320068;882.256836;247.816956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;875.252136;726.158447;137.611420;756.496155;683.551147;114.808182;834.227295;631.687256;117.203743;1128.711060;885.395142;403.708893;1060.095947;882.572021;247.661331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;873.815308;726.743530;138.835663;755.289429;683.796387;115.822021;833.311462;631.719666;119.170647;1127.689331;885.536377;403.477478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
