Weight62
Date:,2025/04/24
Time:,15:55:16
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
280,,,,549.929565,719.551086,98.562195,818.525635,769.312988,332.777374,473.996399,650.990234,105.615211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.095276,796.558594,187.630386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.852753,728.010681,114.126366,,,,,,,,,,,,,,,
281,,,,549.814514,719.555969,98.812508,818.375854,769.482300,332.756195,473.950928,650.713196,105.574493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.550598,796.804565,187.881287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.647614,727.731506,113.949493,,,,,,,,,,,,,,,
282,,,,549.528015,719.377808,98.503136,818.517212,769.558411,332.667114,473.974365,650.573303,105.498413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.172974,796.960083,188.135910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.497681,727.442078,113.770966,,,,,,,,,,,,,,,
283,,,,549.331116,719.259033,98.312630,818.291748,769.603821,332.768555,473.834137,650.414185,105.174698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.208984,796.901733,188.192688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.474060,727.119568,113.533783,,,,,,,,,,,,,,,
284,,,,549.477478,718.959595,98.124657,818.015808,769.747681,332.785675,473.740814,650.163818,104.807045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.886414,797.161377,188.397842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.253479,726.817261,113.655487,,,,,,,,,,,,,,,
285,,,,549.152344,718.944885,98.116028,817.871826,769.863281,332.801239,473.694275,649.871704,104.431725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.734131,797.448303,188.622772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.003418,726.293152,113.423103,,,,,,,,,,,,,,,
286,,,,549.056946,718.820129,98.101166,817.990479,769.777588,332.577698,473.847961,649.522217,104.019279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.767700,797.616150,188.759598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.974426,725.759705,113.140556,,,,,,,,,,,,,,,
287,,,,549.015991,718.576599,98.009422,817.982178,769.801270,332.496826,473.990295,649.251343,103.820473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.726746,797.472473,188.657913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.960968,725.071411,112.707161,,,,,,,,,,,,,,,
288,,,,548.826843,718.427307,97.818512,817.861572,769.859924,332.503143,474.084900,648.875488,103.686073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.170410,796.763062,188.148087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.878601,724.527954,112.561707,,,,,,,,,,,,,,,
289,,,,548.840210,718.215515,97.671745,817.669495,769.950684,332.629181,474.108307,648.393555,103.392746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.515747,796.590454,187.779480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.612946,724.116760,112.656303,,,,,,,,,,,,,,,
290,,,,548.786072,718.171692,97.667618,817.032593,770.257751,332.749084,474.232819,647.898438,102.987930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.615112,796.692627,187.573669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.393524,723.821533,112.750961,,,,,,,,,,,,,,,
291,,,,548.679077,718.129028,97.722801,816.350769,770.631714,333.340363,474.733429,647.469666,102.752991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.505676,796.823547,187.651810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.138855,723.531555,112.823341,,,,,,,,,,,,,,,
292,,,,548.579041,718.200989,97.747734,815.695801,770.596863,333.797058,474.761841,647.261169,102.671448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.310181,796.932312,187.853317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.851440,723.150757,112.713089,,,,,,,,,,,,,,,
293,,,,548.616150,718.207336,97.691902,815.390686,770.703796,334.117554,475.301483,646.874023,102.744774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.250977,796.930298,187.917282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.612396,722.736755,112.625084,,,,,,,,,,,,,,,
294,,,,548.516907,718.244690,97.651611,814.922485,770.809814,334.411469,475.503845,646.652466,102.104279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.405273,797.040344,188.092743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.371552,722.236084,112.550690,,,,,,,,,,,,,,,
295,,,,548.410034,718.247498,97.595276,814.615967,770.896667,334.605774,476.135559,646.809326,101.811516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.288269,797.202332,188.228516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.296997,721.894104,112.567757,,,,,,,,,,,,,,,
296,,,,548.387146,718.340088,97.622154,814.410095,770.840027,334.746613,475.973907,646.575439,101.443298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.130310,797.342712,188.366318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,548.351013,718.449280,97.658707,814.099060,770.760803,334.758087,475.905243,646.410339,101.223022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.951538,797.538574,188.422394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.369263,721.598633,112.418045,,,,,,,,,,,,
298,,,,548.272034,718.566589,97.583527,813.722839,770.817688,334.648590,475.957886,646.441284,101.203041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.796448,797.664551,188.505005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.305359,721.607971,112.382202,,,,,,,,,,,,
299,,,,548.228760,718.732849,97.551254,813.580444,770.827698,334.635254,476.013306,646.556458,101.150917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.591492,797.783081,188.581604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.279480,721.705627,112.415985,,,,,,,,,,,,
300,,,,548.575317,718.645508,97.190079,813.410706,770.765686,334.754578,476.155487,646.589417,100.777534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.397278,797.830139,188.738052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.389221,721.848206,112.274529,,,,,,,,,,,,
301,,,,548.312256,718.946533,97.233017,813.148743,770.666687,334.726685,476.220306,646.597168,100.581261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.189270,797.920776,188.784760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.411652,721.981506,112.039711,,,,,,,,,,,,
302,,,,548.123291,719.212463,97.307442,813.122437,770.579163,334.677460,476.224243,646.671387,100.444565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.956970,797.979065,188.776764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.436493,722.011963,111.706230,,,,,,,,,,,,
303,,,,548.076294,719.287292,97.239532,813.013977,770.594116,334.666107,476.234009,646.691345,100.382294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.890625,797.922302,188.954086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.430267,722.126221,111.425362,,,,,,,,,,,,
304,,,,548.277893,719.327576,96.697159,812.990906,770.597778,334.652679,476.154266,646.706848,100.353645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.663940,797.913635,188.863678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.382904,722.175415,111.203316,,,,,,,,,,,,
305,,,,548.153748,719.397644,96.546547,813.028809,770.612427,334.619995,476.080780,646.695740,100.086159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.571350,798.006531,188.633591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.179962,722.209595,110.986168,,,,,,,,,,,,
306,,,,548.034241,719.318787,96.657990,813.166565,770.653320,334.585236,476.023651,646.661682,99.918198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.426270,798.006470,188.528992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.970825,722.263489,110.757156,,,,,,,,,,,,
307,,,,547.651428,719.358765,97.027931,813.253052,770.849976,334.528351,475.953278,646.641113,99.858559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.306152,797.918884,188.581833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.732727,722.307983,110.546562,,,,,,,,,,,,
308,,,,547.575867,719.317078,96.844467,813.370361,770.956848,334.525452,475.815765,646.491333,99.784233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.110046,797.763062,188.968994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.421234,722.367310,110.358635,,,,,,,,,,,,
309,,,,547.528137,719.215515,96.657150,813.466370,771.063293,334.463287,475.681366,646.490662,99.773468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.897339,797.611938,189.128387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.334167,722.383484,110.210678,,,,,,,,,,,,
310,,,,547.346802,719.084290,96.660980,813.584900,771.318115,334.416779,475.509888,646.512512,99.755051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.819031,797.494934,189.115891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.210144,722.414978,109.981522,,,,,,,,,,,,
311,,,,547.171265,718.929993,96.597824,813.713318,771.436218,334.418640,475.304565,646.548462,99.733192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.714600,797.435669,189.038361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.049438,722.461670,109.860268,,,,,,,,,,,,
312,,,,547.012695,718.827942,96.543953,813.876953,771.856995,334.506622,475.118530,646.533386,99.899178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.622559,797.325317,188.966278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.852753,722.561340,109.728828,,,,,,,,,,,,
313,,,,546.968018,718.747620,96.532829,814.019104,771.710510,334.367981,474.771240,646.458008,100.129372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.552673,797.174255,189.014481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.732056,722.611328,109.579575,,,,,,,,,,,,
314,,,,546.886475,718.638916,96.475342,814.233521,771.792236,334.390137,474.530792,646.475159,100.230148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.193420,797.228516,189.129211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.666504,722.593079,109.449089,,,,,,,,,,,,
315,,,,546.796143,718.581421,96.471970,814.336731,771.840637,334.272400,474.324585,646.393188,99.983383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.861572,797.131592,188.979309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.670319,722.498535,109.422806,,,,,,,,,,,,
316,,,,546.764587,718.410767,96.461472,814.297241,772.039429,334.136719,474.124542,646.223633,99.782562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.936584,797.006348,189.065338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.667084,722.493591,109.479828,,,,,,,,,,,,
317,,,,546.720154,718.406738,96.382065,814.338318,772.332764,333.883240,474.211243,646.275452,99.801933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.951538,796.870972,189.085083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.722412,722.427002,109.041611,,,,,,,,,,,,
318,,,,546.721680,718.348816,96.311928,814.441589,772.339661,333.776947,474.062622,646.124390,99.708313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.820679,796.794922,188.781921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.833252,722.484192,109.209763,,,,,,,,,,,,
319,,,,546.790771,718.287964,96.247063,814.425415,772.318787,333.804993,473.834137,646.087524,99.516968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.857300,796.790161,188.845428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.836395,722.378174,108.704132,,,,,,,,,,,,
320,,,,546.671204,718.140747,96.094421,814.400574,772.240967,333.767944,473.805084,646.047791,99.403244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.701294,796.551758,188.323135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.754547,722.431824,108.806152,,,,,,,,,,,,
321,,,,546.552246,718.162415,96.270294,814.384277,772.221558,333.782471,473.879669,646.054077,99.294975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.811035,796.645447,188.608704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.750702,722.485657,109.146591,,,,,,,,,,,,
322,,,,546.671265,718.236816,96.054291,814.507263,772.193115,333.917603,473.919739,646.057373,99.195984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.648804,796.564941,188.574142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.542114,722.464417,109.066872,,,,,,,,,,,,
323,,,,546.623169,718.164612,95.858971,814.459290,772.237427,333.824463,473.926361,646.057251,99.146194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.650024,796.395569,188.597412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.715698,722.464661,109.112610,,,,,,,,,,,,
324,,,,546.624451,718.145081,95.772087,814.424683,772.171448,333.786530,473.953918,646.025818,99.102554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.304749,795.892944,188.819687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.546051,722.379578,108.935776,,,,,,,,,,,,
325,,,,546.588196,718.289856,95.594002,814.401978,772.078308,333.805115,474.271820,646.221497,99.143517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.082825,796.108948,188.780319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.513824,722.364502,108.897636,,,,,,,,,,,,
326,,,,546.706421,718.414490,95.528648,814.330933,771.999268,334.053864,474.188324,645.947937,98.734543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.369385,795.711487,188.794708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.518463,722.369324,108.909767,,,,,,,,,,,,
327,,,,546.637695,718.375671,95.402893,814.318359,771.934143,334.097351,474.065674,645.835876,98.570175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.103149,795.897766,188.743698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,546.690796,718.434570,95.360634,814.266296,771.866760,333.974609,474.048859,645.788269,98.524773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.062805,795.929138,188.831787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.518555,722.467834,108.930916,,,,,,,,,
329,,,,546.632202,718.471863,95.269287,814.245056,771.767822,333.991852,474.184814,645.771362,98.208618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.968201,795.945129,188.780136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.503815,722.464355,108.920380,,,,,,,,,
330,,,,546.677551,718.479675,95.185402,814.293884,771.756042,333.956299,474.133514,645.929199,98.403732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.105347,795.832764,188.718353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.624725,722.463684,108.904877,,,,,,,,,
331,,,,546.661560,718.475952,95.155281,814.258850,771.764893,333.881561,474.102966,645.898254,98.484657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.074463,795.835632,188.610229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,546.612305,718.482849,95.110481,814.200684,771.759399,333.808838,474.042969,645.751221,98.168037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.708008,795.892212,188.554810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,546.633850,718.500244,95.108154,814.279236,771.821838,333.466400,474.072205,645.764709,97.945061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.616760,795.877991,188.616806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.601074,722.575745,108.978165,,,,,,
334,,,,546.571289,718.517334,95.025948,814.416077,771.865662,333.491760,473.983276,645.848877,98.203232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.920837,795.824280,188.705139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,546.565063,718.498779,95.022797,814.456665,771.779358,333.495026,474.231079,646.747314,98.337540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.856323,795.752563,188.669678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.599609,722.566040,108.911827,,,
336,,,,546.663391,718.517517,94.980331,814.660522,771.389099,333.248016,474.042297,646.082031,98.005768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.971802,795.694519,188.631393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.599609,722.566040,108.911827,,,
