Weight59
Date:,2025/04/24
Time:,13:14:46
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
86,795.182861,736.619995,188.414215,,,,1001.314575,888.193237,239.488159,,,,673.281494,699.788635,177.102463,744.185608,643.148438,178.348602,,,,1055.546753,824.753967,432.466248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,790.548889,736.741577,189.779785,,,,997.191833,888.078186,240.433136,,,,668.835327,700.244690,179.327728,739.472473,643.514099,180.373215,,,,1053.453857,824.858154,432.430939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,785.581787,737.178223,191.469437,,,,992.787109,887.997864,240.810608,,,,664.126465,700.705505,181.575638,735.008850,644.001343,181.726669,,,,1050.936523,824.679260,432.862488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,780.754822,737.463440,192.537201,,,,988.401123,887.998108,241.713394,,,,659.295654,701.054993,183.429291,730.037476,644.154297,183.312973,,,,1049.063843,824.701782,433.092712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,776.339233,737.711182,193.994232,,,,984.149780,887.799255,242.457565,,,,654.338196,701.441345,185.221741,725.044250,644.337524,184.888702,,,,1046.545166,824.591187,433.021240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,771.739502,737.580750,195.363342,,,,979.554871,887.730103,243.135483,,,,649.474976,701.817993,186.584366,720.089172,644.514648,186.471313,,,,1044.419678,824.564697,433.622711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,767.138306,737.627502,196.052139,,,,975.601196,887.339294,244.320572,,,,644.677063,702.147522,188.050507,715.173279,644.801880,187.625885,,,,1041.993774,824.485718,434.026367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,761.849609,737.914917,197.595764,,,,971.252808,886.984497,244.745102,,,,639.596375,702.685730,189.874878,710.100952,645.030762,188.906433,,,,1039.405884,824.265686,434.047180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,756.543152,738.080627,198.677567,,,,966.584045,886.681396,245.507217,,,,634.400024,703.085205,191.479263,704.702698,645.331848,190.837570,,,,1037.072388,824.009155,434.724213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,751.797241,738.224854,199.341766,,,,962.223938,886.500183,246.447632,,,,629.343567,703.432068,192.947372,699.402710,645.638611,192.216446,,,,1034.774536,823.779358,434.528931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,746.615723,738.215576,200.606369,,,,957.600098,885.927429,247.246628,,,,624.315796,703.827576,194.380173,694.079773,645.978271,193.323959,,,,1032.839355,823.799927,434.729340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,741.597229,738.474182,201.969238,,,,953.491272,885.016724,247.856689,,,,619.086182,704.316528,195.697678,688.668091,646.101807,194.426285,,,,1030.443237,823.522278,435.059662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,737.072571,738.461853,202.449890,,,,948.958496,884.540771,248.669083,,,,613.798889,704.678223,196.865417,683.267212,646.342957,195.490250,,,,1028.511841,823.354492,435.037842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,732.522034,738.290039,202.771881,,,,944.449524,884.170593,249.168396,,,,608.621765,705.102112,197.758881,677.863342,646.641663,196.679504,,,,1025.788452,823.123779,435.289856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,726.943787,738.488647,203.591873,,,,940.200073,883.176636,250.051727,,,,603.757202,705.578552,197.846146,672.416077,646.900574,197.452530,,,,1023.854675,822.799194,435.572937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,721.546387,738.699036,204.427383,,,,936.243591,882.207214,250.763031,,,,598.812256,706.261658,198.290848,667.101379,647.220032,197.931610,,,,1021.135010,822.246460,436.071716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,716.514221,738.627502,205.143555,,,,931.331665,881.869934,251.343979,,,,593.632751,706.831848,199.378860,661.744995,647.718262,198.885468,,,,1019.043152,822.081238,436.122192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,711.531067,738.921448,205.816360,,,,926.978088,880.801697,252.339188,,,,588.286682,707.403442,200.591873,656.449585,648.043457,199.639771,,,,1016.864441,821.656738,436.534424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,706.444946,738.986206,206.582138,,,,923.035767,879.596802,253.302811,,,,583.044373,707.961548,201.566833,651.311646,648.435364,200.350052,,,,1014.711365,821.424805,436.420258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,701.666260,738.935242,206.749634,,,,918.317871,879.127991,253.775787,,,,577.901855,708.428162,202.306107,646.191284,648.933411,200.610916,,,,1012.281555,821.256104,436.529144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,697.115784,738.894287,206.977310,,,,914.212341,878.132996,254.741135,,,,573.024841,708.980164,202.316223,640.571594,650.086914,201.228348,,,,1010.430420,820.919922,436.778564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,692.328613,738.670349,207.335785,,,,910.204651,877.008667,255.207260,,,,568.297119,709.541382,202.361969,635.573669,650.866638,201.105087,,,,1007.813538,820.389160,436.961853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,687.381409,738.636108,207.369461,,,,905.963867,876.309631,256.232269,,,,563.267212,710.052429,202.906891,630.476257,651.292480,201.342270,,,,1005.787048,819.956177,437.055908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,682.613403,738.993469,207.776413,,,,902.516296,875.130432,256.949097,,,,558.163086,710.403503,203.186920,625.231750,651.461060,201.581528,,,,1003.532104,819.435730,437.230774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,677.909607,739.294739,207.968033,,,,898.191284,873.957886,257.151642,,,,553.402649,710.908508,202.861725,620.168701,651.882141,201.257721,,,,1001.680786,819.021729,437.257904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,673.467896,739.296021,208.042328,,,,894.529419,873.094849,257.957062,,,,548.375977,711.461792,202.985641,615.175537,652.042480,201.064728,,,,998.910217,818.655884,437.546967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,668.857971,738.953613,208.025436,,,,890.361389,872.065857,258.825043,,,,543.773193,712.006836,203.368607,610.345215,651.908875,201.088791,,,,997.503174,818.113342,437.567841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,663.856750,739.083801,208.058685,,,,886.631226,870.716553,259.563416,,,,539.040894,712.442261,202.549759,605.628235,652.381775,200.345993,,,,995.206787,817.746155,437.602020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,659.445251,739.329346,207.759842,,,,883.170471,869.734375,260.118988,,,,534.441162,712.737427,202.059769,600.970154,652.901062,200.181854,,,,992.893860,817.460266,437.650269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,655.255493,739.509766,207.506943,,,,879.553711,868.570923,260.667450,,,,529.785217,713.238770,201.491913,596.425049,653.253052,199.804413,,,,991.479309,816.812134,437.793945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,651.101501,739.301147,207.085678,,,,876.233582,867.505310,261.508453,,,,525.819092,713.806824,200.080063,591.728943,653.384827,199.346008,,,,988.925537,816.282410,438.038635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,647.062866,739.487366,206.806595,,,,872.291504,866.488525,261.948883,,,,521.852356,714.326294,199.211594,587.389648,653.451782,198.904419,,,,986.878479,815.777771,437.975830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,643.486389,739.688660,205.975784,,,,868.906006,865.104004,262.428528,,,,,,,583.223938,653.955566,198.339798,,,,985.247253,815.269226,438.267059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,639.786011,739.673584,205.667709,,,,865.213623,864.159485,262.889526,,,,,,,578.797607,653.870422,197.746078,,,,983.291382,814.913574,438.295624,513.384521,715.317017,197.982605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,635.782654,739.611511,205.186371,,,,862.338318,862.869263,263.562225,,,,,,,574.507385,654.243042,196.786606,,,,981.117249,814.448486,437.847961,510.147125,715.921021,196.246307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,632.228577,739.448486,204.171295,,,,859.343750,861.553101,263.613525,,,,,,,571.114990,654.300110,195.824432,,,,979.974731,813.742920,438.282745,506.602722,716.366394,195.377960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,628.579224,739.469543,203.728424,,,,856.042236,860.664307,264.177490,,,,,,,567.157898,654.437317,195.005478,,,,977.596252,813.354248,438.126678,502.945068,716.588257,194.123184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,625.012695,739.298462,202.986465,,,,853.046204,859.146179,264.342407,,,,,,,563.709045,654.624695,193.620361,,,,975.255859,813.041748,437.943756,499.321075,716.886475,193.205276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,621.682129,739.321838,201.815247,,,,850.388733,858.044983,264.811035,,,,,,,560.439880,654.581360,192.271088,,,,973.661804,812.455811,438.384949,496.181000,717.318848,192.305527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,618.591492,739.077637,201.364151,,,,847.239807,857.203308,265.015961,,,,,,,556.654358,654.791443,191.457199,,,,971.902039,811.878601,438.250092,492.752319,717.442932,190.954422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,615.625183,738.779846,200.656754,,,,844.481445,855.434875,265.846069,,,,,,,553.770325,654.949280,190.329208,,,,970.299500,811.382141,437.833496,489.707458,717.628113,189.871887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,612.625122,738.819336,199.449707,,,,842.273193,854.504028,265.638855,,,,,,,550.497192,654.820251,188.910751,,,,968.551331,810.816284,438.129913,486.654816,717.889587,188.081253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,610.096985,738.909607,198.825027,,,,839.168884,853.560913,266.113342,,,,,,,547.611572,654.852844,187.622833,,,,967.034058,810.295471,438.406250,483.726624,718.006042,187.184967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,607.162781,738.293518,197.623688,,,,837.156616,852.063354,266.337128,,,,,,,544.548523,654.738037,186.232819,,,,965.192749,810.001038,437.971619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,604.704468,738.366150,196.207825,,,,834.696411,851.214966,266.463287,,,,,,,541.923584,654.880066,184.800201,,,,962.839783,809.694824,438.200470,,,,478.381683,718.280212,184.108490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,602.166016,738.045776,195.262161,,,,832.424561,850.252808,266.634857,,,,,,,539.210876,654.943115,183.310593,,,,961.645813,809.021973,438.103210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,599.776001,737.918030,194.705429,,,,829.976318,848.993835,266.962769,,,,,,,536.629028,654.816589,181.973221,,,,960.387390,808.361206,437.613342,,,,,,,473.971863,718.515930,181.215393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,597.304077,737.693542,193.891556,,,,827.937256,847.734619,267.051086,,,,,,,534.687622,654.702698,180.182693,,,,958.934875,807.964966,437.158051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,595.484497,737.404053,192.707199,,,,826.746399,846.903076,266.746033,,,,,,,532.087524,654.671143,178.783234,,,,957.597595,807.585388,437.389740,,,,,,,,,,469.716949,718.814270,177.858063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,593.441895,737.092590,191.301361,,,,824.292542,845.892944,266.848511,,,,,,,530.248596,654.652832,177.200928,,,,955.746765,807.241516,437.522705,,,,,,,,,,466.824982,718.631897,176.874146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,591.393005,736.799377,190.016357,,,,822.284729,844.903015,266.831604,,,,,,,527.874207,654.793213,175.594025,,,,954.316406,806.820129,437.198181,,,,,,,,,,465.377472,718.723572,175.253250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,589.768372,736.561646,188.851486,,,,820.530884,843.946533,266.846619,,,,,,,525.820618,654.530518,174.060867,,,,953.363342,806.400085,437.062988,,,,,,,,,,463.727234,718.734741,173.653961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,587.715088,736.273804,187.660278,,,,819.211426,842.609009,266.625458,,,,,,,524.242737,654.374390,172.151718,,,,951.863892,806.000610,436.644165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,586.013184,736.075378,186.706543,,,,817.230591,841.940796,266.870758,,,,,,,522.333191,654.371216,170.603973,,,,950.552673,805.514587,436.421082,,,,,,,,,,,,,460.249054,718.857727,170.086426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,584.563110,735.756592,185.444748,,,,815.550903,841.167236,266.857941,,,,,,,520.434326,653.811646,169.007645,,,,949.053101,805.082520,436.324646,,,,,,,,,,,,,458.542053,718.742920,168.987930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,582.990662,735.334839,183.747681,,,,813.947998,840.081360,266.406158,,,,,,,518.810242,653.635132,167.413406,,,,947.962830,804.730652,436.193146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,581.859131,735.161743,182.570480,,,,812.278992,839.410645,266.157837,,,,,,,517.216431,653.698792,165.532730,,,,946.781433,804.266174,436.008362,,,,,,,,,,,,,,,,455.274933,718.766907,165.414383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,579.947021,735.097656,181.699646,,,,811.677979,838.231934,265.534668,,,,,,,515.759216,653.564758,163.869904,,,,945.411926,804.064026,435.488312,,,,,,,,,,,,,,,,453.901337,718.740051,164.453156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,578.335144,734.906067,180.518356,,,,,,,,,,,,,514.344238,653.338989,162.496826,,,,943.973267,803.711914,435.503601,,,,,,,,,,,,,,,,452.406281,718.807983,162.218689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,577.106995,734.652588,179.461761,,,,,,,,,,,,,512.910828,653.360779,160.824783,,,,942.921570,803.323120,435.058167,,,,,,,,,,,,,,,,,,,808.216736,836.372437,265.198425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,576.092468,734.181458,177.883453,,,,,,,,,,,,,511.595886,653.044434,158.947647,,,,941.585022,802.989685,434.545624,,,,,,,,,,,,,,,,,,,807.092957,835.964844,265.036774,450.078491,718.562561,159.324234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,574.933777,733.991333,176.500458,,,,,,,,,,,,,510.549896,652.954590,157.089035,,,,940.355774,802.597534,433.971008,,,,,,,,,,,,,,,,,,,805.403809,835.455139,264.835114,449.049194,718.539124,157.101242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,573.735779,733.648560,175.667816,,,,,,,,,,,,,509.489319,652.951721,155.281204,,,,939.683777,802.305176,433.733307,,,,,,,,,,,,,,,,,,,803.823853,834.758606,264.403870,447.640015,718.452393,156.217834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,572.225586,733.186890,174.770599,,,,,,,,,,,,,508.251221,652.763000,153.664993,,,,938.479370,802.042969,433.444214,,,,,,,,,,,,,,,,,,,803.353027,833.993042,264.193176,446.087646,718.112549,154.429794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,571.118530,733.256958,173.472610,,,,,,,,,,,,,507.061859,652.579712,152.361206,,,,937.066040,801.885620,433.005798,,,,,,,,,,,,,,,,,,,802.443359,833.344727,263.224915,445.286377,718.068420,152.862076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,570.320129,733.280212,171.730011,,,,,,,,,,,,,506.119751,652.580688,151.299881,,,,936.097229,801.745361,432.671417,,,,,,,,,,,,,,,,,,,801.709595,832.705444,261.984985,444.367188,717.931152,151.561066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,569.346619,733.039490,170.436157,,,,,,,,,,,,,505.189148,652.261719,149.591110,,,,934.817566,801.536865,432.689911,,,,,,,,,,,,,,,,,,,800.832397,832.339172,261.688721,443.845581,717.910095,149.421524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,568.234497,732.815369,169.730240,,,,,,,,,,,,,504.601868,652.116577,147.537659,,,,933.439331,801.139465,431.736053,,,,,,,,,,,,,,,,,,,799.600403,832.086121,261.536285,443.031311,717.794128,147.828293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,567.406677,732.781982,168.341339,,,,,,,,,,,,,504.026337,651.850037,145.899094,,,,932.556091,800.845581,430.927368,,,,,,,,,,,,,,,,,,,798.060425,831.510254,261.517487,441.910217,717.641235,146.892715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,566.933350,732.703918,166.756638,,,,,,,,,,,,,502.888062,651.791565,144.775665,,,,932.046448,800.448059,430.654114,,,,,,,,,,,,,,,,,,,796.418701,830.988098,261.159485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,566.095825,732.411438,165.397766,,,,,,,,,,,,,502.233978,651.780151,143.138046,,,,930.904541,800.236389,430.332794,,,,,,,,,,,,,,,,,,,795.636353,830.546143,260.840637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,565.175903,732.471375,164.200714,,,,,,,,,,,,,501.415253,651.697449,141.935974,,,,929.781372,800.037842,429.867737,,,,,,,,,,,,,,,,,,,794.997192,830.023376,260.287598,,,,439.510681,717.139832,142.361511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,564.474548,732.426270,162.860779,,,,,,,,,,,,,500.714996,651.427795,140.328079,,,,928.562744,799.778442,429.414490,,,,,,,,,,,,,,,,,,,794.192993,829.562744,259.545898,,,,439.178253,717.198181,140.378265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,563.598755,732.232117,161.668381,,,,,,,,,,,,,500.095642,650.763184,139.187683,,,,927.759766,799.514526,428.948395,,,,,,,,,,,,,,,,,,,793.533142,829.088562,258.583588,,,,438.590637,717.052307,138.818634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,562.739868,731.922852,160.845840,,,,,,,,,,,,,499.263489,650.531616,138.097855,,,,927.297607,799.198853,428.342621,,,,,,,,,,,,,,,,,,,,,,,,,437.700012,716.907288,137.574860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,561.844482,731.848145,159.798187,,,,,,,,,,,,,498.653168,650.289856,136.232315,,,,926.406677,799.089233,427.784790,,,,,,,,,,,,,,,,,,,,,,,,,437.170837,716.878357,136.018524,792.362671,828.447693,257.079803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,561.492554,731.592773,158.339417,,,,,,,,,,,,,498.083923,650.407593,134.548996,,,,925.494751,799.026611,427.379364,,,,,,,,,,,,,,,,,,,,,,,,,436.644318,716.832886,134.514755,790.798706,828.285706,256.794464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,561.124451,731.142151,156.646210,,,,,,,,,,,,,497.867340,650.201172,132.768845,,,,924.646423,798.904907,427.090179,,,,,,,,,,,,,,,,,,,,,,,,,435.773254,716.663940,132.978271,789.888855,827.987305,256.579498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,560.584290,730.920410,155.645264,,,,,,,,,,,,,497.339111,650.211914,130.751801,,,,923.522156,798.553345,426.644958,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.983154,827.583435,256.167511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,560.172607,730.810059,154.313477,,,,,,,,,,,,,496.460022,650.020691,130.071167,,,,922.389954,798.369934,426.061401,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.968689,827.258240,255.671005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,559.663513,730.616821,152.896790,,,,,,,,,,,,,495.683197,649.771118,129.023666,,,,921.550720,798.148376,425.578217,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.083984,826.981995,254.982513,433.815430,716.649963,128.947052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,558.914368,730.444214,152.105469,,,,,,,,,,,,,494.977844,649.674866,127.450897,,,,921.149231,797.735840,425.120911,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.947205,826.783630,254.262802,433.197540,716.648804,128.372787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,557.970581,730.348267,151.545639,,,,,,,,,,,,,495.001404,650.109497,125.586136,,,,920.323853,797.244751,424.661133,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.188049,826.400024,252.831329,432.960449,716.835999,126.886345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,557.504883,730.465210,150.587082,,,,,,,,,,,,,494.038422,649.922852,125.198608,,,,919.453674,796.898621,424.140106,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.916260,826.153198,251.852905,432.527496,716.899048,125.502708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,557.071655,730.371094,149.044617,,,,,,,,,,,,,493.456787,649.708557,123.874741,,,,918.882935,796.817444,423.615326,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.090881,825.729614,251.628006,432.028778,716.965698,124.653534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,556.618103,730.405090,148.188263,,,,,,,,,,,,,493.371277,649.642883,122.347931,,,,918.401489,796.709717,423.001801,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.210022,825.412598,251.475067,431.547546,716.870361,123.832527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,556.193787,730.375793,147.666870,,,,,,,,,,,,,492.939026,649.725830,120.825111,,,,917.641357,796.604431,422.629944,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.497681,825.117554,251.182465,431.151031,716.919189,122.598526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,555.784790,730.339905,147.033905,,,,,,,,,,,,,492.189484,649.728333,120.029984,,,,916.494263,796.628845,422.062958,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.743408,824.930725,250.763428,430.802643,717.147827,121.190689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,555.304688,730.390076,145.920990,,,,,,,,,,,,,491.467255,649.726563,119.427414,,,,915.684204,796.468506,421.540466,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.202881,824.752136,250.123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,555.026855,730.420776,144.473328,,,,,,,,,,,,,490.949127,649.703796,119.009438,,,,915.324890,796.262024,421.266327,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.742126,824.668457,249.340942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
