Grasp119
Date:,2025/04/23
Time:,12:58:29
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
53,924.888611,797.254089,127.743019,,,,1163.357178,846.799194,237.838226,1166.019775,814.025513,325.628235,865.991455,720.917969,140.962006,790.196594,799.448914,114.245781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,924.595398,795.151245,129.734406,,,,1163.952759,846.397705,237.600433,1166.412720,813.760498,325.728516,866.918091,718.904663,144.908218,790.223816,796.959778,116.879601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,924.520264,793.761597,131.796066,,,,1164.559448,845.908875,237.169739,1166.927124,813.486267,325.445129,867.859863,717.169800,149.213226,789.841187,794.909058,119.764221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,924.328369,792.084106,133.995819,,,,1164.824219,845.468750,237.031921,1167.383667,813.221130,325.284332,868.977173,715.087402,152.625092,789.029297,793.017334,122.729179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,924.432922,790.381287,135.602051,,,,1165.003784,845.111511,236.963013,1167.584473,813.029602,325.186188,870.061890,713.315552,156.383743,789.393005,790.137512,126.025902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,924.215210,788.449402,137.531143,,,,1165.087280,844.715820,236.865784,1167.710938,812.865601,325.057831,870.828857,711.123291,160.284424,789.196228,787.951965,128.405807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,923.433472,786.466553,138.386078,,,,1165.173218,844.365723,236.785431,1167.756226,812.640381,324.963715,871.894836,709.011047,163.539780,788.891968,785.371277,131.105850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,923.306702,784.788940,140.381058,,,,1165.167969,844.074280,236.631927,1167.687622,812.477661,324.854553,873.102417,707.360901,166.139404,788.315063,783.392151,134.039978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,923.465820,782.775146,141.207672,,,,1165.043945,843.824524,236.316498,1167.413208,812.341431,324.702667,873.874084,705.391541,168.633041,788.550293,780.276550,136.575562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,923.579773,781.233032,142.613998,,,,1164.901733,843.545776,236.157562,1167.015503,812.262817,324.452942,874.873779,703.221191,171.090698,788.322449,777.709106,138.856018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,922.981567,779.054199,144.621689,,,,1164.603149,843.289734,235.952606,1166.544556,812.092102,324.119385,876.351379,701.606384,173.647766,787.768494,775.843506,141.366226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,922.494812,777.425354,145.644958,,,,1164.108521,842.994446,235.671631,1165.891357,811.949463,323.640228,877.309387,699.840637,176.798996,787.875916,772.920166,143.869217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,922.535400,775.529724,146.327454,,,,1163.569824,842.629395,235.328568,1165.245728,811.902527,323.368164,878.605408,698.227600,178.486832,787.604797,770.533997,145.657532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,922.178467,773.382751,146.933090,,,,1162.923828,842.156738,234.854599,1164.681519,811.788818,323.224731,878.785645,696.084778,179.982208,786.913025,768.501343,148.154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,921.713379,771.692017,147.926712,,,,1162.416016,841.769348,234.468781,1164.069214,811.683960,322.953949,879.599976,693.956238,181.406021,786.733154,766.176453,150.168152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,921.329712,769.668030,147.461151,,,,1161.767578,841.424377,233.725632,1163.470703,811.558777,322.897095,879.894592,692.311584,183.295517,785.990906,764.100952,152.007782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,921.102051,768.205811,148.873840,,,,1161.057251,841.092407,233.446350,1162.713013,811.419556,322.417908,880.338623,690.652405,184.543091,786.224609,761.777283,153.557205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,920.429138,766.391235,150.160538,,,,1160.256348,840.552002,233.233063,1161.811035,811.248535,321.631989,,,,785.931946,760.047852,155.406799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,1159.049683,840.243164,232.902588,1161.106689,811.043823,321.142517,,,,785.404846,757.775635,156.271423,881.229675,686.654480,185.868301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,1158.177856,839.937866,232.409653,1160.479370,810.789734,320.852417,,,,784.693542,756.160950,157.749573,881.900574,684.670105,186.512329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,1157.443237,839.532410,231.966217,1159.498291,810.579285,320.469116,,,,784.187622,754.012878,158.863098,882.026123,682.566711,187.453751,919.036072,761.527405,150.195953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,1156.632080,839.069519,231.384369,1158.396851,810.543274,319.827972,,,,784.338013,752.134888,159.858719,882.048340,680.835205,187.941147,918.237854,759.697449,150.651367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,1155.560547,838.388672,230.854797,1157.264648,810.590088,319.063568,,,,784.453247,749.756104,160.596832,882.204895,679.139160,187.857285,917.078186,758.092163,151.572037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,1154.448730,837.850403,230.281815,1156.386475,810.315613,318.820587,,,,783.394226,748.305603,161.371735,882.545959,677.636597,187.485413,916.230164,756.537476,152.127335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,1153.513062,837.494568,229.490372,1155.306763,809.992249,318.465973,,,,782.881958,746.733948,161.814377,882.708191,675.949158,186.968231,915.368652,754.816162,151.570129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,1152.657959,837.174744,228.791977,1154.072144,809.805786,317.814240,,,,782.375305,745.459839,162.473999,883.185974,674.433289,186.529373,915.221191,753.173706,151.011642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,1151.485229,836.647644,228.218491,1153.191528,809.426270,317.336853,,,,781.533997,744.148376,162.917862,883.139343,673.039978,186.248642,914.683411,751.390808,150.470978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,1150.130371,836.134094,227.635468,1152.489746,809.111023,316.910248,,,,781.222168,742.478516,163.384766,882.561279,671.036072,186.948044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,1149.055420,835.731079,227.128220,1151.355225,808.874634,316.011597,,,,780.599365,741.164124,163.499741,882.051575,669.348816,187.252502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,1147.874512,835.273193,226.563843,1150.108765,808.650757,314.943909,,,,780.196716,739.697083,163.465591,881.943848,667.939758,186.981781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,1146.668457,834.822449,225.968552,1149.297852,808.432861,314.295563,,,,780.090881,738.110046,163.172394,882.198730,666.653809,186.321518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,1145.392456,834.400635,225.107483,1148.683228,808.284851,314.067200,,,,779.617065,736.975769,162.865402,883.091125,665.746094,185.119278,,,,912.091309,744.795471,146.718552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,1144.457520,834.064148,224.156357,1147.391479,808.199524,313.213318,,,,778.973328,735.578003,162.407242,883.348206,664.777100,184.104324,,,,911.401306,743.701599,145.856262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,1143.523926,833.471313,223.485733,1146.111450,807.947388,312.681610,,,,778.417114,734.270142,161.592072,883.083435,663.423218,182.688400,,,,910.625671,742.912415,144.937531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,1142.254150,832.917847,222.716843,1145.265259,807.600098,312.222168,,,,778.489807,733.315002,161.195084,882.992004,662.330200,181.260803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,1141.239502,832.554504,222.043121,1144.160767,807.428650,311.299225,,,,778.061340,732.128235,160.855255,,,,,,,,,,908.187500,740.530334,143.407166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,1140.237671,832.115295,221.178833,1143.055298,807.325562,310.370575,,,,777.159485,730.950439,160.312057,,,,,,,,,,907.447571,739.762512,142.585861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,1139.173462,831.910400,220.200562,1142.193481,807.026978,309.863037,,,,776.289307,730.258728,159.416626,,,,,,,,,,906.982849,738.568970,141.942200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,1138.185791,831.412048,219.554810,1141.119507,806.768127,309.235779,,,,775.733398,729.399414,158.500443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,1137.088501,830.978821,218.613373,1139.873657,806.568237,308.505402,,,,775.491211,728.214111,157.586426,,,,,,,,,,,,,881.565979,656.432556,176.624634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,1136.058228,830.525330,217.858337,1139.072266,806.344238,307.839691,,,,775.109985,727.191345,156.558640,,,,,,,,,,,,,881.012756,655.786194,175.136154,906.221497,735.207764,137.959442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,1135.233276,830.141785,217.167206,1138.426636,806.313782,306.920837,,,,774.349548,726.213074,155.519699,,,,,,,,,,,,,880.670593,654.764709,174.194870,905.990967,734.089966,136.533188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,1134.002930,829.891724,216.173889,1137.335938,806.171204,305.911957,,,,773.528320,724.981750,154.697861,,,,,,,,,,,,,880.410645,653.221985,173.181519,905.414001,733.209412,135.739487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,1132.797485,829.587952,215.420990,1136.252930,806.025757,305.140503,,,,772.877258,724.002258,154.231064,,,,,,,,,,,,,880.139709,652.161987,172.027374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,1131.973755,829.456543,214.649872,1135.614990,805.914490,304.654816,,,,772.447632,723.530396,153.400238,,,,,,,,,,,,,879.909424,651.509888,171.206039,,,,903.609375,731.441162,134.426697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,1131.196289,829.376648,213.906601,1134.736328,805.876343,303.829254,,,,772.080200,722.481567,152.513596,,,,,,,,,,,,,879.714417,650.387756,170.246384,,,,903.045349,730.266541,133.705490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,1130.411011,829.175049,213.166336,1133.886597,805.901794,302.698029,,,,771.718567,721.300171,151.660706,,,,,,,,,,,,,879.522583,649.210327,169.253510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,1129.447266,828.860779,212.411209,1133.257568,805.798035,302.010864,,,,771.063416,720.638672,150.978012,,,,,,,,,,,,,879.509644,648.315674,167.575699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,1128.574707,828.433533,211.612595,1132.638062,805.714661,301.538513,,,,770.907227,719.787842,150.162201,,,,,,,,,,,,,879.188599,647.999451,166.103210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,1127.613525,828.198059,210.406250,1131.391846,805.589722,300.421539,,,,770.445740,718.506592,149.275574,,,,,,,,,,,,,878.293030,646.997925,165.207016,,,,,,,901.901550,727.018311,128.684937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,1126.804321,827.850220,209.593826,1130.615967,805.451355,299.715454,,,,770.124756,717.375427,148.211823,,,,,,,,,,,,,877.650269,645.840698,164.519058,,,,,,,900.812622,726.265503,128.148605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,1126.133911,827.546997,209.012405,1130.093018,805.360779,299.219788,,,,769.851624,716.496094,147.104828,,,,,,,,,,,,,877.600342,644.689880,163.621582,,,,,,,899.941528,725.661377,127.898026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,1125.216309,827.293274,208.217743,1129.332642,805.302551,298.284698,,,,769.724304,715.162170,145.869049,,,,,,,,,,,,,877.337891,643.430725,162.653000,,,,,,,899.141479,724.966064,127.327248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,1124.435303,827.054443,207.634354,1128.440186,805.260437,297.266357,,,,769.825439,713.822754,145.153076,,,,,,,,,,,,,877.377136,642.447266,161.229416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
