Grasp61
Date:,2025/04/22
Time:,16:05:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
470,762.275940,746.434631,272.727783,559.639343,726.341553,104.018822,,,,,,,,,,486.917206,653.332031,82.387100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.873444,726.341431,88.458199,868.115112,775.384705,454.871643,,,,,,,,,,,,,,,,,,,,,,,,
471,762.211975,746.377625,272.786499,559.606995,726.251953,103.937744,,,,,,,,,,486.920654,653.543335,82.142586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.856293,726.263489,88.446594,867.998230,775.411987,454.952362,,,,,,,,,,,,,,,,,,,,,,,,
472,762.173401,746.367249,272.778961,559.539734,726.187317,103.935471,,,,,,,,,,487.126404,652.640564,82.650597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.877441,726.244263,88.430305,867.729797,775.456787,455.030701,,,,,,,,,,,,,,,,,,,,,,,,
473,762.217224,746.268738,272.719421,559.588379,726.176941,103.876793,,,,,,,,,,487.148529,652.288330,82.932220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.889374,726.159119,88.457870,867.547241,775.556824,455.156921,,,,,,,,,,,,,,,,,,,,,,,,
474,762.223389,746.273804,272.782684,559.632263,726.057068,103.846046,,,,,,,,,,487.062653,652.180786,82.804375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.892426,726.114136,88.356430,867.485718,775.568909,455.244843,,,,,,,,,,,,,,,,,,,,,,,,
475,762.204041,746.278992,272.731506,559.655396,726.031433,103.749542,,,,,,,,,,487.074371,652.205322,82.660591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.962250,726.028137,88.298943,867.387207,775.570618,455.188324,,,,,,,,,,,,,,,,,,,,,,,,
476,762.176819,746.270325,272.716583,559.749634,725.961426,103.651154,,,,,,,,,,487.150940,652.143250,82.599152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.009705,726.002014,88.303246,867.380981,775.568115,455.167236,,,,,,,,,,,,,,,,,,,,,,,,
477,762.220825,746.189087,272.739502,559.781250,725.905579,103.589470,,,,,,,,,,487.161285,652.121765,82.457954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.065338,726.007751,88.264343,867.287964,775.687134,455.244415,,,,,,,,,,,,,,,,,,,,,,,,
478,762.232483,746.171753,272.743805,559.625732,725.944702,103.652138,,,,,,,,,,487.258728,652.062073,82.362144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.116089,725.901245,88.133972,867.243347,775.818298,455.125366,,,,,,,,,,,,,,,,,,,,,,,,
479,762.138672,746.165161,272.707825,559.934692,725.669922,103.590218,,,,,,,,,,487.294830,651.943604,82.227295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.211670,725.840759,87.897545,867.240540,775.838928,455.093384,,,,,,,,,,,,,,,,,,,,,,,,
480,762.123962,746.202209,272.607208,559.891357,725.665649,103.287842,,,,,,,,,,487.365875,651.995361,82.094521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.300964,725.817505,87.709694,867.236084,775.917908,455.119843,,,,,,,,,,,,,,,,,,,,,,,,
481,762.148010,746.162842,272.703796,559.963501,725.669861,103.219246,,,,,,,,,,487.331543,651.890442,81.955833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.197876,775.943787,455.149719,,,,,,,,,,,,,,,,,,,,,,,,
482,762.136841,746.168762,272.594177,559.889648,725.608765,103.134941,,,,,,,,,,487.389343,651.768188,81.591446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.204041,776.017578,455.168671,,,,,,,,,,,,,,,,,,,,,,,,
483,762.153381,746.168335,272.601288,559.871094,725.568848,103.032623,,,,,,,,,,487.431976,651.787292,81.345490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.150879,776.096680,455.053589,,,,,,,,,,,,,,,,,,,,,,,,
484,762.149414,746.233032,272.503479,559.791504,725.722412,102.849640,,,,,,,,,,487.470795,651.815125,81.130379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.177429,776.105774,454.991333,,,,,,,,,,,,,,,,,,,,,,,,
485,762.099243,746.234863,272.406677,559.903381,725.714050,102.631485,,,,,,,,,,487.576904,651.775330,80.928947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.196960,776.099243,454.980682,,,,,,,,,,,,,,,,,,,,,,,,
486,762.055969,746.119019,272.220520,559.886963,725.748840,102.475677,,,,,,,,,,487.622650,651.754272,80.808067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.136841,776.184998,454.955017,,,,,,,,,,,,,,,,,,,,,,,,
487,762.143005,746.071106,272.257904,559.860352,725.770630,102.352173,,,,,,,,,,487.583252,651.759521,80.703911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.156067,776.212952,454.890656,,,,,,,,,,,,,,,,,,,,,,,,
488,762.069031,746.027527,272.090393,559.924561,725.782043,102.240746,,,,,,,,,,487.596985,651.689575,80.638161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.063599,776.260864,454.807465,,,,,,,,,,,,,,,,,,,,,,,,
489,762.005371,746.129150,271.933868,559.972168,725.697449,102.169922,,,,,,,,,,487.559357,651.741455,80.548523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.069946,776.236572,454.708710,,,,,,,,,,,,,,,,,,,,,,,,
490,762.081055,746.030334,271.943878,559.982178,725.682251,102.115707,,,,,,,,,,487.588806,651.707642,80.450935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.123962,776.281616,454.598846,,,,,,,,,,,,,,,,,,,,,,,,
491,762.119019,745.997681,271.898987,559.994202,725.695374,102.085663,,,,,,,,,,487.568604,651.692200,80.302475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.122253,777.015747,454.625763,,,,,,,,,,,,,,,,,,,,,,,,
492,762.150940,746.010925,271.813568,559.977295,725.705750,102.016113,,,,,,,,,,487.640228,651.761230,80.109123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.076538,777.308411,454.674377,,,,,,,,,,,,,,,,,,,,,,,,
493,762.131165,746.119995,271.683777,560.007690,725.704712,102.011337,,,,,,,,,,487.684326,651.751343,80.073418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.044312,777.267822,454.492523,,,,,,,,,,,,,,,,,,,,,,,,
494,762.140015,746.035400,271.677063,559.976257,725.723633,101.916992,,,,,,,,,,487.629913,651.722534,80.009399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.108643,776.570374,454.296600,,,,,,,,,,,,,,,,,,,,,,,,
495,762.204956,746.030884,271.638641,559.995605,725.734741,101.858490,,,,,,,,,,487.664948,651.739136,79.916435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.109863,776.460999,454.195557,,,,,,,,,,,,,,,,,,,,,,,,
496,762.148499,746.066833,271.600800,559.980957,725.674255,101.843613,,,,,,,,,,487.662476,651.732422,79.893661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.078796,776.620728,454.132538,,,,,,,,,,,,,,,,,,,,,,,,
497,762.158691,746.039063,271.586121,559.940735,725.658325,101.762199,,,,,,,,,,487.679504,651.743530,79.888565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.150024,776.638489,454.020233,,,,,,,,,,,,,,,,,,,,,,,,
498,762.061218,746.102417,271.461273,559.946411,725.682739,101.687141,,,,,,,,,,487.701721,651.727905,79.708176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.161194,776.714905,453.913727,,,,,,,,,,,,,,,,,,,,,,,,
499,762.091064,746.081909,271.404999,560.181580,725.627380,101.457382,,,,,,,,,,487.752289,651.724365,79.633583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.186829,776.730347,453.868835,,,,,,,,,,,,,,,,,,,,,,,,
500,762.155945,746.167847,271.321289,560.096985,725.639099,101.544289,,,,,,,,,,487.727997,651.759399,79.522842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.176941,776.823547,453.813080,,,,,,,,,,,,,,,,,,,,,,,,
501,762.109131,746.211487,271.274017,560.065857,725.663330,101.527733,,,,,,,,,,487.726746,651.771667,79.465988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.319153,776.927002,453.786560,,,,,,,,,,,,,,,,,,,,,,,,
502,762.003418,746.263062,271.320770,560.165344,725.610779,101.494019,,,,,,,,,,487.767517,651.753845,79.446671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.308411,776.956604,453.729950,,,,,,,,,,,,,,,,,,,,,,,,
503,761.922668,746.180786,271.277649,560.142944,725.613281,101.379402,,,,,,,,,,487.664825,651.686340,79.468376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.282532,777.038086,453.749634,,,,,,,,,,,,,,,,,,,,,,,,
504,761.862976,746.205872,271.224396,560.160767,725.584534,101.225410,,,,,,,,,,487.752991,651.719727,79.442673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.308167,777.160522,453.708557,,,,,,,,,,,,,,,,,,,,,,,,
505,761.814697,746.326355,271.187012,560.158569,725.620911,101.171097,,,,,,,,,,487.754242,651.769531,79.321999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.393738,777.244080,453.698059,,,,,,,,,,,,,,,,,,,,,,,,
506,762.006165,746.231689,271.139801,560.209351,725.631348,101.128242,,,,,,,,,,487.711823,651.697266,79.221436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.283508,777.279053,453.709381,,,,,,,,,,,,,,,,,,,,,,,,
507,761.519836,746.212708,271.167969,560.210571,725.474731,101.058434,,,,,,,,,,487.725861,651.658386,79.147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.314575,777.370361,453.713531,,,,,,,,,,,,,,,,,,,,,,,,
508,761.349365,746.184204,271.262238,560.158203,725.455933,100.957565,,,,,,,,,,487.763000,651.699768,79.161385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.283142,777.462830,453.643463,,,,,,,,,,,,,,,,,,,,,,,,
509,761.313599,746.229675,271.297699,560.249268,725.464355,100.926903,,,,,,,,,,487.810791,651.720886,79.081650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.359253,777.465393,453.642883,,,,,,,,,,,,,,,,,,,,,,,,
510,761.273926,746.232910,271.223022,560.162354,725.492126,100.928185,,,,,,,,,,487.743835,651.708618,79.021347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.404175,777.461731,453.676453,,,,,,,,,,,,,,,,,,,,,,,,
511,761.532471,746.309875,271.003876,560.186462,725.507629,100.906845,,,,,,,,,,487.754517,651.788269,78.974472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.356995,777.562256,453.704742,,,,,,,,,,,,,,,,,,,,,,,,
512,761.198669,746.235901,271.326355,560.303162,725.489014,100.791451,,,,,,,,,,487.708832,651.795349,78.945145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.387329,777.583679,453.758362,,,,,,,,,,,,,,,,,,,,,,,,
513,761.224731,746.320923,271.117828,560.241455,725.549805,100.729149,,,,,,,,,,487.697296,651.777222,78.912712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.492432,777.633301,453.722168,,,,,,,,,,,,,,,,,,,,,,,,
514,761.402161,746.355286,270.808105,560.257446,725.517273,100.672974,,,,,,,,,,487.722870,651.841675,78.850555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.457642,777.674072,453.718048,,,,,,,,,,,,,,,,,,,,,,,,
515,761.304565,746.431396,270.853058,560.236145,725.622803,100.675209,,,,,,,,,,487.779968,651.846924,78.780579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.436279,777.738770,453.720825,,,,,,,,,,,,,,,,,,,,,,,,
516,761.328979,746.410156,270.789154,560.224854,725.637634,100.667908,,,,,,,,,,487.719391,651.872803,78.738907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.623779,777.690063,453.600403,,,,,,,,,,,,,,,,,,,,,,,,
517,761.195801,746.536804,270.876495,560.355652,725.718994,100.628746,,,,,,,,,,487.710052,651.874023,78.706009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.106567,777.724365,453.533844,,,,,,,,,,,,,,,,,,,,,,,,
518,761.150146,746.500244,270.829590,560.248108,725.648926,100.540047,,,,,,,,,,487.634857,651.873047,78.719437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.074524,777.697693,453.325714,,,,,,,,,,,,,,,,,,,,,,,,
519,761.132874,746.528259,270.750214,560.191528,725.609619,100.607941,,,,,,,,,,487.643158,651.880615,78.680222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.687683,777.878296,453.398529,,,,,,,,,,,,,,,,,,,,,,,,
520,760.842957,746.600037,271.044495,560.154236,725.690002,100.593033,,,,,,,,,,487.644684,651.862976,78.641472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.889099,777.812927,453.392914,,,,,,,,,,,,,,,,,,,,,,,,
521,760.956543,746.767883,271.130859,560.114441,725.690002,100.594948,,,,,,,,,,487.600830,651.887878,78.595444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.742981,777.943481,453.494080,,,,,,,,,,,,,,,,,,,,,,,,
522,760.938843,746.765320,271.106232,560.063782,725.684631,100.623741,,,,,,,,,,487.564453,651.879822,78.605293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.874817,777.956604,453.368591,429.316071,725.764587,86.728889,,,,,,,,,,,,,,,,,,,,,
