Grasp61
Date:,2025/04/22
Time:,16:05:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
191,1047.913086,821.337646,283.907593,894.189270,730.119873,105.253349,,,,1097.844116,877.750916,485.604370,,,,843.031616,638.425354,93.189995,,,,,,,,,,766.264343,694.472656,98.374405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1047.899536,821.261353,283.869019,894.140869,729.994202,105.454666,,,,1097.742432,877.683411,485.423981,,,,842.963135,637.972534,93.447639,,,,,,,,,,766.238770,694.348694,98.491394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1047.818237,821.286621,283.831604,894.108337,730.034546,105.543373,,,,1097.518921,877.637512,485.339050,,,,842.841187,637.947021,93.426468,,,,,,,,,,766.241272,694.231140,98.550064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1047.757324,821.298157,283.789459,893.945740,730.120544,105.596840,,,,1097.431274,877.437805,485.257690,,,,843.005371,637.555115,93.650833,,,,,,,,,,766.247742,694.102051,98.708443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1047.703613,821.203125,283.817047,893.677612,730.124695,105.740456,,,,1097.351318,877.287842,485.245636,,,,842.987671,637.412354,93.759964,,,,,,,,,,766.103455,693.939697,98.883629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1047.741455,821.179810,283.812714,893.489319,730.159363,105.850517,,,,1097.210449,877.181946,485.196960,,,,842.972412,637.160034,93.851059,,,,,,,,,,766.068481,693.810852,99.052582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1047.665771,821.110352,283.788330,893.600830,730.092834,106.080696,,,,1097.068115,877.044189,485.128235,,,,842.977356,636.955078,93.942024,,,,,,,,,,766.160095,693.695679,99.095352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1047.743530,821.083740,283.786926,893.132080,730.121521,106.257561,,,,1096.901367,876.995728,485.089630,,,,842.986023,636.853699,93.998344,,,,,,,,,,766.193665,693.592773,99.054893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1047.707153,821.029114,283.761810,893.181702,730.308899,106.158371,,,,1096.856812,876.789307,484.951050,,,,843.084839,636.268250,93.596153,,,,,,,,,,766.191711,693.557983,99.171585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1047.666138,821.006531,283.741699,892.936890,730.371948,106.165459,,,,1096.702515,876.641052,484.892517,,,,842.924194,636.427124,94.003296,,,,,,,,,,766.162231,693.469482,99.204308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1047.645508,820.953064,283.780121,892.818115,730.170410,106.625648,,,,1096.338135,876.558594,484.970184,,,,842.840515,636.662292,94.157730,,,,,,,,,,766.257080,693.340637,99.192146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1047.501343,820.939697,283.673920,892.727783,730.098389,106.821983,,,,1096.117798,876.447693,485.041779,,,,842.845764,636.797668,93.989532,,,,,,,,,,766.346680,693.209045,99.237885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1047.074585,820.759277,283.802643,892.591858,730.087036,106.883316,,,,1095.843994,876.257568,484.935028,,,,842.813232,636.977417,93.869720,,,,,,,,,,766.297241,693.181152,99.348480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1047.304932,820.890625,283.737030,892.470276,730.040100,106.949036,,,,1095.840576,876.017395,484.962341,,,,842.795715,636.953125,93.560043,,,,,,,,,,766.283752,693.101929,99.374870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1047.293823,820.922668,283.649292,892.586426,729.760681,107.213348,,,,1095.548096,875.917297,484.932861,,,,842.760071,636.979065,93.407867,,,,,,,,,,766.361877,692.963623,99.392731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1047.187988,820.914185,283.608734,892.625061,729.609009,107.507149,,,,1095.316650,875.750610,484.918396,,,,842.710754,636.936584,93.376732,,,,,,,,,,766.368469,692.838440,99.483635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1047.220337,820.901428,283.675140,892.515869,729.602356,107.561661,,,,1095.184570,875.544678,484.902496,,,,842.595276,636.927856,93.404861,,,,,,,,,,766.667542,692.773193,99.315094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1046.846558,820.754944,283.651031,892.390015,729.585449,107.656448,,,,1094.990479,875.404846,484.803741,,,,842.443237,636.967285,93.463112,,,,,,,,,,766.528992,692.700562,99.422646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1046.960693,820.858521,283.687653,892.196960,729.576660,107.848129,,,,1094.706665,875.259766,484.895447,,,,842.328552,637.017212,93.570824,,,,,,,,,,766.264709,692.694336,99.659981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1046.867310,820.988342,283.448334,891.950317,729.534729,108.106453,,,,1094.421875,875.201050,484.920288,,,,842.220703,637.074341,93.579407,,,,,,,,,,766.198059,692.588928,99.896034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1046.902710,820.957153,283.380554,891.777100,729.458191,108.229507,,,,1094.267456,875.038025,484.901062,,,,842.059753,637.147644,93.632378,,,,,,,,,,766.038391,692.555664,99.940620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1046.776245,820.964355,283.379059,891.583313,729.475586,108.257492,,,,1094.052368,874.956543,484.877869,,,,841.935913,637.260010,93.706345,,,,,,,,,,765.795715,692.519165,100.076080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1046.705933,820.930786,283.358215,891.566650,729.394165,108.287003,,,,1094.005859,874.871338,484.870270,,,,841.725769,637.355286,93.835640,,,,,,,,,,765.587646,692.477600,100.271706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1046.549805,820.958130,283.434692,891.515381,729.350830,108.350922,,,,1093.779419,874.805298,484.893127,,,,841.466614,637.425781,94.099770,,,,,,,,,,765.389648,692.448242,100.351936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1046.393555,821.024109,283.450470,891.544983,729.298523,108.358765,,,,1093.544922,874.708313,484.918854,,,,841.268433,637.506897,94.467239,,,,,,,,,,765.146606,692.537659,100.425575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1046.295898,820.974365,283.422028,891.025024,729.483215,108.715065,,,,1093.390747,874.603638,484.983063,,,,841.005432,637.457214,94.817551,,,,,,,,,,764.886963,692.609985,100.696098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1046.149902,820.935303,283.511353,890.490112,729.616272,108.986015,,,,1093.245361,874.507263,484.954590,,,,840.587036,637.295105,95.204620,,,,,,,,,,764.551941,692.735596,100.962357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1045.895508,820.914612,283.381348,889.964294,729.778259,109.275185,,,,1093.156372,874.285828,484.886169,,,,840.147949,637.339111,95.860634,,,,,,,,,,764.133240,692.888855,101.186401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1045.593994,820.938843,283.329529,889.744141,729.991638,109.347969,,,,1092.907471,874.230957,484.887604,,,,839.626831,637.485413,96.712807,,,,,,,,,,763.765381,692.982788,101.091934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1045.435181,820.864197,283.382233,889.035706,730.115845,109.927910,,,,1092.826294,874.111877,485.005829,,,,838.792358,637.641846,97.027924,,,,,,,,,,763.389954,693.273499,101.487648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1045.158081,820.800232,283.370056,888.570557,730.263794,110.505684,,,,1092.505249,873.953735,485.044556,,,,838.001770,637.680542,97.192223,,,,,,,,,,762.902771,693.422424,101.495010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1044.928101,820.778137,283.410065,888.047974,730.237488,110.972603,,,,1092.120483,873.707092,485.094696,,,,837.537903,637.657959,97.654457,,,,,,,,,,762.696228,693.502380,101.414116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1044.723145,820.657776,283.427948,887.673889,729.955688,111.438644,,,,1091.744019,873.456787,485.046387,,,,837.189575,637.752991,98.249039,,,,,,,,,,762.378235,693.793335,101.951736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1044.612671,820.398865,283.630524,887.255188,729.968628,111.815727,,,,1091.490723,873.186646,484.822205,,,,836.655212,637.949585,98.832283,,,,,,,,,,761.503906,694.064148,102.877831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1044.595825,820.328552,283.869293,886.653931,730.079285,112.224586,,,,1091.342773,872.837585,484.712524,,,,835.812744,638.126038,99.674591,,,,,,,,,,760.777039,694.253479,103.759125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1044.452026,820.309265,283.917633,885.994629,730.217163,112.637436,,,,1090.657837,872.593811,485.156067,,,,834.964783,638.395630,100.619881,,,,,,,,,,759.816650,694.391113,104.836006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1044.320068,820.185120,284.119995,885.511108,730.175354,112.783409,,,,1090.329712,872.559570,485.023193,,,,834.205078,638.613037,101.248810,,,,,,,,,,759.243835,694.556641,104.862404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1043.987427,820.094421,284.214630,884.647888,730.189697,113.179550,,,,1090.812378,872.072754,484.756653,,,,833.464722,638.367065,101.788414,,,,,,,,,,758.711426,694.650146,105.258286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1043.752563,820.008179,284.400635,883.977478,730.314209,113.554596,,,,1090.958618,871.802673,484.470062,,,,832.552673,637.957886,102.369728,,,,,,,,,,758.119934,694.859985,106.017632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1043.665161,819.839172,284.683807,882.764771,730.492554,114.323677,,,,1090.515625,871.758484,484.471436,,,,831.777527,637.558228,103.086662,,,,,,,,,,757.568604,695.118774,106.962997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1043.260620,819.805115,284.760834,881.927124,730.481934,114.872185,,,,1089.977173,871.642517,484.542542,,,,831.005432,637.065247,103.973701,,,,,,,,,,756.723999,695.369324,107.626602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1042.852173,819.752808,284.835327,881.457153,730.273499,115.456322,,,,1089.433594,871.474487,484.611328,,,,829.526733,636.932678,105.084709,,,,,,,,,,755.790161,695.617126,108.219872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1042.420654,819.943054,284.668274,880.900452,730.166321,115.914978,,,,1088.767212,871.272705,484.694733,,,,827.976440,636.950867,106.037346,,,,,,,,,,754.482910,696.135498,109.487480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1041.716431,820.157349,284.732849,880.133118,730.073608,116.431450,,,,1088.241455,871.041443,484.783051,,,,827.175049,637.272461,107.156647,,,,,,,,,,753.257446,696.357300,110.360062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1041.015747,820.133606,284.911377,878.981506,730.194336,116.972778,,,,1087.594116,870.833984,484.916229,,,,826.251282,637.623230,107.680504,,,,,,,,,,752.584961,696.490173,110.662178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1040.188232,820.101074,284.861023,877.706970,730.370483,117.912697,,,,1087.066040,870.681458,485.009705,,,,825.181824,638.021484,108.174179,,,,,,,,,,751.995911,696.702148,110.975182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1039.558594,819.883667,284.948669,876.553406,730.342896,118.618073,,,,1086.703735,870.538696,484.918304,,,,823.899109,638.252502,109.165985,,,,,,,,,,751.054199,696.995544,111.268906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1039.103271,819.895325,284.979950,875.842102,730.148071,119.219124,,,,1086.520020,870.417847,484.860992,,,,822.650574,638.319824,110.256599,,,,,,,,,,749.784485,697.180603,112.056969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1038.650146,819.910095,285.149353,874.943909,730.247192,119.603271,,,,1086.369385,870.179993,484.753326,,,,821.506775,638.209534,111.093704,,,,,,,,,,748.444397,697.439209,113.353645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1038.072876,819.924744,285.347107,873.880188,730.251160,120.341347,,,,1086.052002,869.990906,484.661133,,,,820.252441,638.507813,112.036064,,,,,,,,,,747.200073,697.706787,114.562668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1037.689087,819.396851,285.887177,871.919250,730.413269,121.219170,,,,1085.379028,869.806335,484.594940,,,,818.417969,638.408691,113.192017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
